date,rain,obs_flow,et,temp,,,
1989-07-14,1,14,3.5,23.6,,,
1989-07-15,10.06,14,2.47,21.3,,,
1989-07-16,1.81,14,2.93,22.5,,,
1989-07-17,0,18,4.64,24.7,,,
1989-07-18,0,6,4,24.7,,,
1989-07-19,0.02,10,6.36,27.5,,,
1989-07-20,15.2,8,6.6,26.7,,,
1989-07-21,1.48,16,4.46,24.9,,,
1989-07-22,0,9,5,25.6,,,
1989-07-23,0,10,5.15,26.1,,,
1989-07-24,12.24,8,5.73,25.5,,,
1989-07-25,79.31,23,2.94,23.8,,,
1989-07-26,86.75,969,2.61,22.4,,,
1989-07-27,6.87,688,3.77,23.3,,,
1989-07-28,20.42,243,2.51,22.3,,,
1989-07-29,25.45,312,2.27,22.4,,,
1989-07-30,0.89,350,4.53,26.4,,,
1989-07-31,0,156,5.27,24.5,,,
1989-08-01,0,86,5.72,22.4,,,
1989-08-02,14.38,60,3.04,20.9,,,
1989-08-03,7.07,64,2.17,22.9,,,
1989-08-04,0.03,113,4.04,23.9,,,
1989-08-05,0,72,5.53,22.4,,,
1989-08-06,0,48,3.15,21.6,,,
1989-08-07,0,35,2.9,23.1,,,
1989-08-08,0,33,4.97,25.1,,,
1989-08-09,0.34,22,5.78,25.2,,,
1989-08-10,0,18,4.41,23.5,,,
1989-08-11,0,17,4.89,23,,,
1989-08-12,20.57,26,4.3,26.1,,,
1989-08-13,2.49,35,3.94,26.3,,,
1989-08-14,0,20,4.55,22.8,,,
1989-08-15,0,17,5.33,20.3,,,
1989-08-16,0.02,6,5.28,21,,,
1989-08-17,0.12,11,4.36,19.7,,,
1989-08-18,0.06,8,3.51,21.6,,,
1989-08-19,0,8,3.03,21.5,,,
1989-08-20,15.62,7,4.7,23.6,,,
1989-08-21,33.2,33,2.43,22.5,,,
1989-08-22,13.21,150,2.24,22.1,,,
1989-08-23,0.45,77,2.46,21.9,,,
1989-08-24,0,43,4.75,21,,,
1989-08-25,0,29,3.97,19.1,,,
1989-08-26,0,25,4.44,20.4,,,
1989-08-27,0,20,4.38,21.5,,,
1989-08-28,5.91,14,4.45,22.2,,,
1989-08-29,55.02,62,2.6,20.2,,,
1989-08-30,8.12,177,3.94,21.7,,,
1989-08-31,0,136,5.15,22.7,,,
1989-09-01,3.76,75,2.36,22,,,
1989-09-02,0,55,3.53,19.6,,,
1989-09-03,0.05,42,4.08,18,,,
1989-09-04,0,29,3.58,19.5,,,
1989-09-05,0,26,3.79,21.6,,,
1989-09-06,0.19,23,3.56,20.4,,,
1989-09-07,0,20,3.02,20,,,
1989-09-08,60.25,35,2.34,19.2,,,
1989-09-09,24.87,197,1.83,17.4,,,
1989-09-10,1.67,289,2.16,20.5,,,
1989-09-11,1.07,133,1.83,20.3,,,
1989-09-12,0.73,91,2.67,20.4,,,
1989-09-13,6.86,64,1.9,18.6,,,
1989-09-14,42.13,72,1.81,17.1,,,
1989-09-15,11.92,288,1.69,19.1,,,
1989-09-16,7,239,1.9,19.3,,,
1989-09-17,8.37,163,2.11,20.6,,,
1989-09-18,0.37,154,2.08,20.5,,,
1989-09-19,0.21,115,2.86,18.6,,,
1989-09-20,0.08,89,2.86,14.8,,,
1989-09-21,1.44,60,1.7,17.9,,,
1989-09-22,1.27,45,2.81,17.9,,,
1989-09-23,0.06,40,3.37,18.3,,,
1989-09-24,0.04,39,3.45,17.9,,,
1989-09-25,0,30,2.99,17.4,,,
1989-09-26,0,21,2.97,15.3,,,
1989-09-27,6.78,30,3.18,18.1,,,
1989-09-28,0.01,25,2.89,15.7,,,
1989-09-29,0.19,20,3.45,13.3,,,
1989-09-30,0,20,3.41,14.6,,,
1989-10-01,1.6,14,3.73,13.7,,,
1989-10-02,2.14,20,2.66,13.7,,,
1989-10-03,0.59,15,3.18,14.1,,,
1989-10-04,0.49,15,3.11,13.1,,,
1989-10-05,0,15,2.13,13.6,,,
1989-10-06,0,10,3.26,12.1,,,
1989-10-07,0.5,11,3.47,9.3,,,
1989-10-08,0,13,2.64,10.1,,,
1989-10-09,0,10,3.07,9.5,,,
1989-10-10,0,11,1.59,9.1,,,
1989-10-11,6.44,20,2.33,13.9,,,
1989-10-12,5.12,16,2.07,13.3,,,
1989-10-13,2.24,13,2.64,11.6,,,
1989-10-14,0.13,19,2.57,13,,,
1989-10-15,2.72,6,1.84,11.2,,,
1989-10-16,4.25,16,2.5,8.3,,,
1989-10-17,0.06,7,2.82,5.3,,,
1989-10-18,0.01,13,2.86,5.1,,,
1989-10-19,0.09,10,2.15,9,,,
1989-10-20,0,10.6,2.52,9.6,,,
1989-10-21,0,6,2.5,11.3,,,
1989-10-22,0,5,3.35,10.4,,,
1989-10-23,0,11.7,2.54,11.4,,,
1989-10-24,0,11,3.03,11.4,,,
1989-10-25,0,7,3.32,11.6,,,
1989-10-26,0,11.2,3.17,13.2,,,
1989-10-27,0,6,1.87,12.1,,,
1989-10-28,0,7,2.64,12.9,,,
1989-10-29,0.76,6,2.22,9.9,,,
1989-10-30,1.66,7,2.16,10.4,,,
1989-10-31,3.19,7,2.69,11.7,,,
1989-11-01,0,10,2.21,7.7,,,
1989-11-02,0,6,2.58,7.5,,,
1989-11-03,4.78,8,1.97,8.6,,,
1989-11-04,33.8,20,1.32,11.2,,,
1989-11-05,42.16,46,1.12,14.3,,,
1989-11-06,15.1,324,1.22,12.7,,,
1989-11-07,1.13,237,1.11,12.9,,,
1989-11-08,8.51,114,0.86,11.8,,,
1989-11-09,0.2,87,1.68,11.1,,,
1989-11-10,0,70,1.88,6.5,,,
1989-11-11,0.05,63,1.75,5.2,,,
1989-11-12,2.1,54,1.17,5.5,,,
1989-11-13,0,41,2.09,5.2,,,
1989-11-14,0.04,29,1.43,2.7,,,
1989-11-15,0.06,21,1.28,4.5,,,
1989-11-16,0,29,1.44,5,,,
1989-11-17,0.06,26,1.95,3.6,,,
1989-11-18,0.16,16,1.94,1.3,,,
1989-11-19,0,20,2,-1.1,,,
1989-11-20,0,21,2.08,2.1,,,
1989-11-21,0,23,2.01,4.7,,,
1989-11-22,0,16,1.68,5.5,,,
1989-11-23,0,16,1.99,3.9,,,
1989-11-24,0,16,2.02,3.9,,,
1989-11-25,0,15,1.86,4,,,
1989-11-26,0,6,2.08,2.5,,,
1989-11-27,0.62,11,1.92,2.1,,,
1989-11-28,0,8,1.8,-0.8,,,
1989-11-29,0,22,1.7,-3.7,,,
1989-11-30,0,5,1.66,-3.6,,,
1989-12-01,0,9,2.03,-1.5,,,
1989-12-02,0.05,11,1.91,2.8,,,
1989-12-03,0,14,2.04,7,,,
1989-12-04,0,7,2.11,7.2,,,
1989-12-05,0,12,2.28,3.5,,,
1989-12-06,0,7,1.06,2.6,,,
1989-12-07,0.06,7,0.92,0.3,,,
1989-12-08,0,12,1.83,-1.9,,,
1989-12-09,0,13,1.75,0.4,,,
1989-12-10,0,6,1.59,-0.1,,,
1989-12-11,0.19,13,1.43,4.8,,,
1989-12-12,0.54,8,1.36,1.4,,,
1989-12-13,2.25,10,0.63,1,,,
1989-12-14,0.31,11,1.39,-2.3,,,
1989-12-15,0,11,1.63,-1.3,,,
1989-12-16,0,5,1.35,0.7,,,
1989-12-17,0.01,12,0.94,2.9,,,
1989-12-18,0.16,10,1.06,0.8,,,
1989-12-19,0,6,0.6,3,,,
1989-12-20,0,8,0.83,2,,,
1989-12-21,0.02,8,1.19,0.6,,,
1989-12-22,1.02,7,1.17,-0.8,,,
1989-12-23,5.16,10,0.62,-0.1,,,
1989-12-24,2.91,12,0.67,2.8,,,
1989-12-25,0.1,10,1.08,2.7,,,
1989-12-26,0,3,1.48,-3.1,,,
1989-12-27,0,4,1.38,-4.8,,,
1989-12-28,0,9,1.29,-3.8,,,
1989-12-29,0,9,1.14,-0.5,,,
1989-12-30,0,6,1.48,-4.5,,,
1989-12-31,0,8,1.32,-5.8,,,
1990-01-01,0.01,7,0.96,-5.1,,,
1990-01-02,0.05,4,1.18,-5.4,,,
1990-01-03,0,7,1.37,-5.1,,,
1990-01-04,0,3,1.54,-6.7,,,
1990-01-05,1.07,12,1.33,-1,,,
1990-01-06,0,3,1.52,-4.8,,,
1990-01-07,0,3,1.27,-5.3,,,
1990-01-08,0.11,2,1.24,-3.2,,,
1990-01-09,9.34,7,0.86,2.4,,,
1990-01-10,2.03,12,1.16,3.3,,,
1990-01-11,0.44,11,1.08,2.4,,,
1990-01-12,0,11,1.25,0.4,,,
1990-01-13,0,8,1.76,-3.2,,,
1990-01-14,0,8,1.59,-4.5,,,
1990-01-15,0,7,0.95,-4.3,,,
1990-01-16,0,10,1.64,-5,,,
1990-01-17,0.24,9,1.5,-3.2,,,
1990-01-18,0.23,8,1.63,1.2,,,
1990-01-19,0,7,1.95,-4.1,,,
1990-01-20,0,8,1.49,-8.6,,,
1990-01-21,0.04,6,1.37,-7.2,,,
1990-01-22,0.04,4,1.55,-9,,,
1990-01-23,0,4,1.42,-11.4,,,
1990-01-24,0,4,1.34,-12.4,,,
1990-01-25,0,4,1.2,-12.2,,,
1990-01-26,0,4,1.5,-12.3,,,
1990-01-27,0,6,1.25,-8.8,,,
1990-01-28,5.35,3,0.8,-4.9,,,
1990-01-29,2.66,9,0.84,1.2,,,
1990-01-30,4.65,11,0.81,-0.6,,,
1990-01-31,4.66,11,0.7,-1.2,,,
1990-02-01,0.48,8,0.62,-2.1,,,
1990-02-02,0,7,1.08,-4,,,
1990-02-03,0.25,7,1.58,-0.3,,,
1990-02-04,0.27,7,0.94,0.4,,,
1990-02-05,0,3,1.04,1,,,
1990-02-06,0,7,1.57,1.5,,,
1990-02-07,0.08,11,1.51,-0.7,,,
1990-02-08,2.97,8,0.77,1,,,
1990-02-09,3.16,6,1.25,3.7,,,
1990-02-10,13.89,31,0.69,1.3,,,
1990-02-11,0.99,38,1.62,3.7,,,
1990-02-12,0.06,24,2.02,-0.4,,,
1990-02-13,0,22,1.52,-1.1,,,
1990-02-14,1.44,17,1.03,2.8,,,
1990-02-15,0,20,1.42,3.8,,,
1990-02-16,0,14,1.3,3.4,,,
1990-02-17,2.02,13,1.79,3.8,,,
1990-02-18,14.12,28,1.11,4.2,,,
1990-02-19,15.92,111,0.92,6.1,,,
1990-02-20,0.04,70,2.24,2.4,,,
1990-02-21,7.02,88,1.19,2.5,,,
1990-02-22,18.3,114,0.94,5.8,,,
1990-02-23,7.06,134,0.94,4.7,,,
1990-02-24,1.31,168,1.19,2.5,,,
1990-02-25,0.68,108,1.19,2,,,
1990-02-26,0.15,75,1.14,0.5,,,
1990-02-27,0.11,60,0.99,1.9,,,
1990-02-28,0.24,39,1.27,2.5,,,
1990-03-01,1.13,44,1.53,3.7,,,
1990-03-02,0.01,32,2.39,4.1,,,
1990-03-03,0,30,1.74,4,,,
1990-03-04,0,30,2.1,3.6,,,
1990-03-05,0,17.6,2.48,1.9,,,
1990-03-06,1.3,25,2.95,2.8,,,
1990-03-07,1.06,28,1.71,1.3,,,
1990-03-08,0,22.7,2.96,1.3,,,
1990-03-09,0,24,3.67,3.9,,,
1990-03-10,0.37,18,3.25,6.6,,,
1990-03-11,7.53,27,1.84,4.7,,,
1990-03-12,0.55,23,2.01,4.7,,,
1990-03-13,0,39,2.43,4.8,,,
1990-03-14,1.81,31,1.17,4.6,,,
1990-03-15,0.14,33,2.95,6.4,,,
1990-03-16,0,26,2.96,4.9,,,
1990-03-17,0.14,28,2.8,2.6,,,
1990-03-18,0.02,27,2.58,3.5,,,
1990-03-19,0,27,4.17,5.6,,,
1990-03-20,0,22,3.99,9.5,,,
1990-03-21,0,22,2.46,6.3,,,
1990-03-22,0.06,22,2.73,12.4,,,
1990-03-23,10.27,19,2.12,10.9,,,
1990-03-24,1.94,31,2.25,7,,,
1990-03-25,0,49,3.28,3,,,
1990-03-26,0,26,2.86,4.3,,,
1990-03-27,10.44,30,1.93,4.7,,,
1990-03-28,15.48,43,1.1,5.9,,,
1990-03-29,1.81,90,1.4,7.4,,,
1990-03-30,0,104,2.04,8.8,,,
1990-03-31,0,73,3.07,10.9,,,
1990-04-01,0,54,3.52,10.9,,,
1990-04-02,0,49,3.59,11.9,,,
1990-04-03,4.16,43,2.31,12,,,
1990-04-04,0.07,33,2.52,4.6,,,
1990-04-05,0,33,4.5,5.3,,,
1990-04-06,0.89,26,5.09,8.5,,,
1990-04-07,5.32,35,2.36,6.8,,,
1990-04-08,1.48,27,5.5,8.1,,,
1990-04-09,0,28,4.82,9.5,,,
1990-04-10,0,22,4.43,12.8,,,
1990-04-11,4.81,27,3.44,12.1,,,
1990-04-12,31.82,40,1.5,11.9,,,
1990-04-13,6.51,203,2.19,8.9,,,
1990-04-14,0.91,103,2.47,4.6,,,
1990-04-15,1.87,86,2.68,7.9,,,
1990-04-16,0.67,64,1.84,7,,,
1990-04-17,0.1,52,2.57,6,,,
1990-04-18,0,38,2.36,7.5,,,
1990-04-19,3.91,36,3.13,9.4,,,
1990-04-20,2.89,42,1.48,8.4,,,
1990-04-21,0.21,35,2.75,10.7,,,
1990-04-22,7.95,21,1.43,9.3,,,
1990-04-23,1.46,41,3.19,9.6,,,
1990-04-24,0,35,4.69,7.4,,,
1990-04-25,0.69,28,5.1,8.9,,,
1990-04-26,0,27,5.32,10,,,
1990-04-27,2.02,23,4.75,10.1,,,
1990-04-28,5.61,32,2.17,11.1,,,
1990-04-29,0,23,4.16,13.6,,,
1990-04-30,0.31,25,4.55,14.2,,,
1990-05-01,14.9,24,3.16,10.5,,,
1990-05-02,11.33,31,1.23,8,,,
1990-05-03,5.08,39,1.36,9.7,,,
1990-05-04,1.53,62,1.59,10.8,,,
1990-05-05,0.14,62,4.85,11.9,,,
1990-05-06,0,47,5.14,12.9,,,
1990-05-07,7.44,45,2.5,13.8,,,
1990-05-08,4.88,45,4.26,16.4,,,
1990-05-09,0,40,6.04,18.2,,,
1990-05-10,0.85,28,6.46,18.8,,,
1990-05-11,2.31,32,4.56,16.5,,,
1990-05-12,0,28,5.84,18.3,,,
1990-05-13,3.34,22,4.69,17.8,,,
1990-05-14,20.18,32,2.15,14.3,,,
1990-05-15,1.55,53,5.99,14.9,,,
1990-05-16,0,41,3.91,14.8,,,
1990-05-17,13.69,31,2.84,16.4,,,
1990-05-18,6.3,49,1.92,13.1,,,
1990-05-19,1.1,50,4.04,16.3,,,
1990-05-20,1.04,43,5.81,16.3,,,
1990-05-21,0,28,6.23,13.6,,,
1990-05-22,0,36,3.92,11.7,,,
1990-05-23,1.16,21,5.32,14.8,,,
1990-05-24,2.11,23,3.39,12.6,,,
1990-05-25,0.55,26,3.91,13.8,,,
1990-05-26,0,21,5.58,14.3,,,
1990-05-27,0.01,21,5.89,16.3,,,
1990-05-28,0,12,5.53,17.8,,,
1990-05-29,0,17,4.38,18.7,,,
1990-05-30,13.62,15,3.22,17.9,,,
1990-05-31,4.23,19,3.14,17.2,,,
1990-06-01,0.08,23,3.42,16,,,
1990-06-02,0,24,5.09,19.6,,,
1990-06-03,0,14,4.54,19.3,,,
1990-06-04,0.35,15,2.24,17.2,,,
1990-06-05,0,10,5.43,19.6,,,
1990-06-06,0,8,3.72,20,,,
1990-06-07,0.92,12,5.46,21.4,,,
1990-06-08,36.77,25,3,18.4,,,
1990-06-09,1.93,35,5.79,17.1,,,
1990-06-10,1.94,44,5.6,18.6,,,
1990-06-11,0.15,41,5.52,20.6,,,
1990-06-12,0,37,4.69,19.1,,,
1990-06-13,0,24,4.73,21,,,
1990-06-14,0.25,23,5.44,22,,,
1990-06-15,20.26,21,2.07,20,,,
1990-06-16,9.44,64,3.94,20.3,,,
1990-06-17,0,33,6.28,21.6,,,
1990-06-18,1.46,25,5.21,20.3,,,
1990-06-19,49.69,70,3.14,20.3,,,
1990-06-20,20.5,224,2.18,18.6,,,
1990-06-21,25.2,294,4.04,20.3,,,
1990-06-22,2.7,330,3.96,22.4,,,
1990-06-23,0.44,144,5.62,24.7,,,
1990-06-24,32.5,100,2.45,23.4,,,
1990-06-25,47.5,303,2.26,21.8,,,
1990-06-26,4.27,606,3.61,21.6,,,
1990-06-27,0.39,278,2.03,19.5,,,
1990-06-28,4.2,148,1.91,18.8,,,
1990-06-29,2.26,97,2.3,17.9,,,
1990-06-30,0.06,75,2.37,16.9,,,
1990-07-01,1.99,59,2.39,16.3,,,
1990-07-02,13.99,57,1.9,17.7,,,
1990-07-03,1.85,74,2.93,21,,,
1990-07-04,0,68,4.75,21.2,,,
1990-07-05,0,57,4.86,21.8,,,
1990-07-06,0,48,4.32,24.1,,,
1990-07-07,0.06,32,3.24,25.1,,,
1990-07-08,0,37,5.02,26.3,,,
1990-07-09,0,25,5.84,26.4,,,
1990-07-10,0,32,5.62,26.3,,,
1990-07-11,31.53,32,4.22,26.5,,,
1990-07-12,1.45,59,2.86,25.1,,,
1990-07-13,1.25,45,5.8,24.3,,,
1990-07-14,44.28,78,2.05,20,,,
1990-07-15,27.59,217,2.31,21.9,,,
1990-07-16,17.79,397,3.66,24,,,
1990-07-17,28.74,323,4.92,23.7,,,
1990-07-18,9.67,328,3.14,24.8,,,
1990-07-19,12.89,216,2.22,23.5,,,
1990-07-20,3.82,207,4.11,24.9,,,
1990-07-21,0,124,5.43,25.7,,,
1990-07-22,0.19,84,5.42,25.3,,,
1990-07-23,0.01,66,3.91,24.7,,,
1990-07-24,0.04,54,5.25,25.4,,,
1990-07-25,0.36,43,3.67,24.7,,,
1990-07-26,5.9,39,4.59,25.3,,,
1990-07-27,4.14,41,4.57,26.4,,,
1990-07-28,0,44,4.97,27.3,,,
1990-07-29,3,23,5.05,27.6,,,
1990-07-30,21.08,32,4.31,28.1,,,
1990-07-31,0.06,79,4.63,27.7,,,
1990-08-01,0,51,5.4,27.3,,,
1990-08-02,0,50,5.73,27.8,,,
1990-08-03,1.25,22,5.03,27,,,
1990-08-04,0,23,4.74,27.3,,,
1990-08-05,0,21,5.26,26.5,,,
1990-08-06,0,26,5.44,27.8,,,
1990-08-07,0.01,14,5,26.8,,,
1990-08-08,0.02,11,5.14,26.1,,,
1990-08-09,5.62,20,3.55,25.3,,,
1990-08-10,0,14,3.66,26.3,,,
1990-08-11,0.65,13,4.87,25.9,,,
1990-08-12,0,15,5.31,24.9,,,
1990-08-13,0,9,5.03,25.7,,,
1990-08-14,0.02,12,4.74,23.6,,,
1990-08-15,0.02,5,3.1,26,,,
1990-08-16,34.92,19,2.87,25.6,,,
1990-08-17,13.49,11,2.74,21,,,
1990-08-18,0,38,3.86,21.6,,,
1990-08-19,3.06,24,3.97,24.4,,,
1990-08-20,42.63,19,3.73,27.1,,,
1990-08-21,17.46,164,4.01,25.3,,,
1990-08-22,3.41,147,3.81,26.4,,,
1990-08-23,0.56,74,5.96,23.4,,,
1990-08-24,0,48,5.3,23.3,,,
1990-08-25,0,36,5.3,23.6,,,
1990-08-26,0,33,4.42,23.5,,,
1990-08-27,0.28,30,4.26,23.8,,,
1990-08-28,0.03,24,4.74,23.1,,,
1990-08-29,0,14,4.3,22.7,,,
1990-08-30,0,22,3.6,23.9,,,
1990-08-31,23.42,24,3.51,24.8,,,
1990-09-01,14.32,45,2.86,21.4,,,
1990-09-02,4.2,43,4.63,24.9,,,
1990-09-03,1.67,39,2.7,21,,,
1990-09-04,0,29,4.04,20.6,,,
1990-09-05,1.07,27,2.19,21,,,
1990-09-06,2.87,25,1.74,20.4,,,
1990-09-07,0.84,30,2.38,22.3,,,
1990-09-08,4.2,18,3.64,23.5,,,
1990-09-09,11.28,27,3.65,22.6,,,
1990-09-10,59.14,41,1.8,21.7,,,
1990-09-11,151.78,726,1.78,21.5,,,
1990-09-12,14.61,2082,1.89,20.4,,,
1990-09-13,0.74,315,2.8,19,,,
1990-09-14,10.09,153,1.74,16.5,,,
1990-09-15,0.03,100,3.28,20.4,,,
1990-09-16,1.28,78,2.71,18.8,,,
1990-09-17,0.41,55,1.69,18,,,
1990-09-18,0,44,3.32,15.1,,,
1990-09-19,0.01,41,2.54,13.2,,,
1990-09-20,0,38,3.56,15.2,,,
1990-09-21,0,26,3.64,17.3,,,
1990-09-22,0.91,30,3.43,17.8,,,
1990-09-23,35.68,52,2.29,18.5,,,
1990-09-24,3.41,81,1.53,16.3,,,
1990-09-25,0.11,72,2.67,16.4,,,
1990-09-26,0.08,41,4.06,16,,,
1990-09-27,0,44,2.6,16.4,,,
1990-09-28,0,31,3.14,18.1,,,
1990-09-29,0,26,2.9,17,,,
1990-09-30,0,29,3.31,16.1,,,
1990-10-01,0,25,3.51,14.9,,,
1990-10-02,0,20,3.41,13.9,,,
1990-10-03,0.98,119,1.86,14.8,,,
1990-10-04,0.94,19,2.55,16.7,,,
1990-10-05,0,10,2.78,15.6,,,
1990-10-06,0.06,18,2.83,17.3,,,
1990-10-07,0.6,12,3.2,15,,,
1990-10-08,4.18,13,2.84,12.3,,,
1990-10-09,1.58,12,2.24,7.6,,,
1990-10-10,0.22,15,2.45,9.1,,,
1990-10-11,0,8,1.61,10.8,,,
1990-10-12,1.59,16,1.44,14.9,,,
1990-10-13,4.1,25,1.15,14.3,,,
1990-10-14,0,20,2.33,15.8,,,
1990-10-15,0,17,2.65,14.7,,,
1990-10-16,0,7,3.31,13.9,,,
1990-10-17,0,6,3.34,9.9,,,
1990-10-18,0,5,3.06,9,,,
1990-10-19,0,5,3.49,11.4,,,
1990-10-20,0.11,14,2.42,11.7,,,
1990-10-21,0,5,2.54,12.4,,,
1990-10-22,0,10,2.32,11.6,,,
1990-10-23,0,11,2.2,11.4,,,
1990-10-24,0,6,1.56,11.8,,,
1990-10-25,1.79,7,1.79,11.7,,,
1990-10-26,0.86,7,2.2,7.2,,,
1990-10-27,0,4,2.02,7.8,,,
1990-10-28,0,4,2.01,8.7,,,
1990-10-29,0,2,1.44,12,,,
1990-10-30,0,5,1.76,12,,,
1990-10-31,0,8,2.54,11.9,,,
1990-11-01,0,10,2.49,10.3,,,
1990-11-02,0,4,1.98,10.2,,,
1990-11-03,0,10,1.14,10.8,,,
1990-11-04,0.33,8,1.92,9.7,,,
1990-11-05,0,8,2.05,7.5,,,
1990-11-06,14.33,10,2.25,9.9,,,
1990-11-07,1.07,16,2.3,8.9,,,
1990-11-08,1.52,10,1.6,6.3,,,
1990-11-09,5.3,16,0.82,5,,,
1990-11-10,0,5,2.25,-1,,,
1990-11-11,0,6,2.01,2.3,,,
1990-11-12,0,10,2.1,9.3,,,
1990-11-13,0,9,2.12,9.5,,,
1990-11-14,0,4,1.92,9.4,,,
1990-11-15,0.21,12,1.32,9,,,
1990-11-16,0,6,1.55,11,,,
1990-11-17,0.05,10,1.26,9.8,,,
1990-11-18,5.62,5,1.51,11.7,,,
1990-11-19,25.28,19,0.81,12.6,,,
1990-11-20,0.74,20,1.72,6.9,,,
1990-11-21,1.4,20,1.94,-0.8,,,
1990-11-22,0,16,2,4.2,,,
1990-11-23,0,17,1.41,5.1,,,
1990-11-24,0,11,1.55,4.2,,,
1990-11-25,0.17,10,1,6.3,,,
1990-11-26,0,9,1.39,6.3,,,
1990-11-27,0,15,1.28,7.7,,,
1990-11-28,0,11,1.88,7.9,,,
1990-11-29,0.29,10,2.85,9.9,,,
1990-11-30,0.63,9,1.51,7.2,,,
1990-12-01,1.82,5,1.54,1.4,,,
1990-12-02,0.41,10,1.91,-3,,,
1990-12-03,0,11,1.73,-3.2,,,
1990-12-04,0,6,1.37,-0.3,,,
1990-12-05,0,6,1.23,2.5,,,
1990-12-06,0,11,1.56,3.7,,,
1990-12-07,0,10,1.73,5.3,,,
1990-12-08,0,5,1.38,6.3,,,
1990-12-09,0,10,1.16,6.8,,,
1990-12-10,0.17,15,1.27,5.6,,,
1990-12-11,0.14,6,1.57,0.4,,,
1990-12-12,0,2,1.39,-1.3,,,
1990-12-13,0,10,1.4,-1.5,,,
1990-12-14,0,9,1.6,1.8,,,
1990-12-15,0,1,1.64,-3.9,,,
1990-12-16,0,12,1.65,-2.2,,,
1990-12-17,0.02,3,1.73,-2.8,,,
1990-12-18,0,11,1.35,-1.1,,,
1990-12-19,0,3,1.48,-2.9,,,
1990-12-20,0.02,12,1.77,-0.4,,,
1990-12-21,0.18,7,1.38,0,,,
1990-12-22,0.92,6,1.88,0.2,,,
1990-12-23,0.12,7,1.63,-4.2,,,
1990-12-24,0,8,1.43,-5.1,,,
1990-12-25,2.47,8,1.6,-4,,,
1990-12-26,0.17,1,1.98,-7.7,,,
1990-12-27,0,12,1.49,-10.3,,,
1990-12-28,0,9,1.65,-6.6,,,
1990-12-29,0,2,1.52,-4.4,,,
1990-12-30,0,7,1.16,-4.4,,,
1990-12-31,0.04,9,1.16,1.7,,,
1991-01-01,0.32,3,0.93,0.6,,,
1991-01-02,0,7,1.61,-3.5,,,
1991-01-03,0.15,7,1.38,-6.8,,,
1991-01-04,0.05,3,1.64,-7.1,,,
1991-01-05,0,3,1.34,-9,,,
1991-01-06,0.09,8,1.41,-6.9,,,
1991-01-07,2.56,1,1.11,-6.2,,,
1991-01-08,0.21,13,1.38,-9,,,
1991-01-09,0.01,3,1.53,-8.3,,,
1991-01-10,0,5,1.2,-3.5,,,
1991-01-11,0,5,1.16,-2.2,,,
1991-01-12,0,3,1.65,-4.3,,,
1991-01-13,0,7,1.51,-6.4,,,
1991-01-14,0,2,1.4,-6.6,,,
1991-01-15,0.16,6,1.36,-7.8,,,
1991-01-16,0.28,1,1.31,-4.4,,,
1991-01-17,0.05,5,1.97,-3.4,,,
1991-01-18,0,9,1.51,-5.1,,,
1991-01-19,0,8,1.13,-4,,,
1991-01-20,0.96,2,1.34,-0.4,,,
1991-01-21,2.67,17,0.81,1.4,,,
1991-01-22,2.29,3,0.93,1.2,,,
1991-01-23,0.49,7,0.97,0.2,,,
1991-01-24,2.95,9,0.74,-1.2,,,
1991-01-25,0.85,5,1.75,-1.4,,,
1991-01-26,0.06,6,1.86,-4.3,,,
1991-01-27,0,7,1.52,-5.4,,,
1991-01-28,0,5,1.39,-3.9,,,
1991-01-29,0,5,1.05,-2.5,,,
1991-01-30,0,5,1.01,-0.9,,,
1991-01-31,0,2,1.77,-3.1,,,
1991-02-01,0,5,1.79,-3.6,,,
1991-02-02,0,11,1.51,-4.6,,,
1991-02-03,0.29,3,1.68,-3.9,,,
1991-02-04,0.4,3,1.78,-3.3,,,
1991-02-05,0,1,1.84,-4.1,,,
1991-02-06,0,1,1.69,-3.5,,,
1991-02-07,1.5,1,1.7,-0.1,,,
1991-02-08,0.02,12,1.84,0.3,,,
1991-02-09,7.5,13,1.32,0.2,,,
1991-02-10,3.12,13,0.91,2.7,,,
1991-02-11,2.01,10,1.67,1.3,,,
1991-02-12,0,12,2.22,0.2,,,
1991-02-13,0.11,13,1.14,1.3,,,
1991-02-14,6.71,3,1.21,0.1,,,
1991-02-15,4.94,10,0.8,2.4,,,
1991-02-16,0.35,10,1.95,-1.4,,,
1991-02-17,0,3,1.7,-2.2,,,
1991-02-18,0.05,12,1.39,-2.1,,,
1991-02-19,0,15,2.15,-3.9,,,
1991-02-20,1.54,7,1.67,-5.5,,,
1991-02-21,0.79,8,1.89,-9.4,,,
1991-02-22,0.5,5,1.25,-11.5,,,
1991-02-23,0,5,1.44,-12.3,,,
1991-02-24,0,11,1.8,-11,,,
1991-02-25,0,3,2.36,-7.1,,,
1991-02-26,0,1,2.23,-2.6,,,
1991-02-27,1.22,11,1.35,2.1,,,
1991-02-28,0,7,1.23,4.1,,,
1991-03-01,0,6,1.58,0.9,,,
1991-03-02,0,8,2.53,0.2,,,
1991-03-03,0,15,2.49,2.7,,,
1991-03-04,0,7,2.12,2.5,,,
1991-03-05,0,7,2.52,4.8,,,
1991-03-06,0.29,11,3.52,7,,,
1991-03-07,3.43,10,1.66,3.3,,,
1991-03-08,9.25,19,0.92,0.5,,,
1991-03-09,4.26,10,1.17,1.5,,,
